,kinase,kinase_name,TF,gene,p_value,r_squared,adjusted_r_squared,tf_coef,kinase_coef,interaction_coef,BH_critical_value,effect_on_tf,effect_on_gene,tfs_targeting_gene,kinases_targeting_tf,kinases_targeting_tfs_targeting_gene,tf_targets_num_genes,kinase_targets_num_genes,tf_coefficient_regularized,kinase_coefficient_regularized,interaction_coefficient_regularized,name,tnseq_ess,crispr_ess,Vulnerability Index
889,Rv1746,PknF,Rv0023,Rv0644c,4.771662876422036e-06,0.44825747540250116,0.4397504320717027,-0.4157437095080895,0.9373861541133119,-0.2335652261823638,0.005437438905180841,1.0,-1.0,1,3,3,481,42,-0.35141647800162307,0.8101568169855891,-0.22897145612021358,mmaA2,NonEssential,NonEssential,1.183
890,Rv3080c,PknK,Rv3852,Rv1754c,4.798960211050682e-06,0.5704012795923237,0.5519343662716316,0.18896645063856402,-0.045434515542798586,0.5968550186457938,0.005443548387096774,1.0,1.0,5,7,7,9,72,0.2081582211785991,-0.08017782178367286,0.46296264223386463,Rv1754c,NonEssential,NonEssential,1.316
891,Rv0931c,PknD,Rv3223c,Rv0816c,4.869024969356752e-06,0.5543090936616143,0.5434144270622315,0.5017477353627576,-0.11277924976690587,0.29338720841685195,0.005449657869012708,1.0,1.0,1,5,5,110,23,0.4052213154878057,-0.12575991981120133,0.21601793718194967,thiX,NonEssential,NonEssential,1.269
892,Rv2176,PknL,Rv0081,Rv1284,5.011033013501533e-06,0.5975234361959274,0.5783143274689149,0.0819673065997704,-0.4148354311253503,0.19127557190415104,0.0054557673509286414,1.0,1.0,6,5,5,280,64,0.08282277934105413,-0.1164260184840265,0.1781753074715349,canA,NonEssential,NonEssential,0.605
893,Rv2176,PknL,Rv3692,Rv3130c,5.014329027518887e-06,0.9518141899075943,0.9376020829983173,0.04039945459001434,0.00454343877369915,1.7471556327335618,0.0054618768328445755,1.0,1.0,34,5,10,2,64,-0.12920266701002658,0.2415839782727127,0.3474084179600368,tgs1,NonEssential,NonEssential,0.875
894,Rv3080c,PknK,Rv0560c,Rv1374c,5.043505548428525e-06,0.5036752682558976,0.4703571728378908,0.029723490473210688,0.10488864561248659,-0.17467451476113724,0.005467986314760509,-1.0,-1.0,4,2,8,16,72,0.04639558590622112,0.1503515125875853,-0.08748746611431069,Rv1374c,NonEssential,NonEssential,0.476
895,Rv2176,PknL,Rv3058c,Rv1286,5.165172208433873e-06,0.8548509631931396,0.842555985957735,-0.2932225041902871,-0.24222893653933802,-0.5063105757882634,0.005474095796676442,1.0,-1.0,11,2,7,158,64,-0.21802652516419863,-0.18024696086260783,-0.237718921882183,cysN,Essential,NonEssential,0.118
896,Rv3080c,PknK,Rv0324,Rv3110,5.19468585457197e-06,0.5670757118811542,0.5443422446968313,-0.08284339880904965,-0.08635029928331975,0.19153944049915564,0.005480205278592376,-1.0,1.0,8,1,5,118,72,-0.10131300563786019,-0.019721096033725575,0.1827393775700795,moaB1,NonEssential,NonEssential,0.582
897,Rv2176,PknL,Rv0757,Rv3094c,5.223598517636913e-06,0.7763915236696567,0.7390290947131943,-1.5154504437641436,0.2976993276819632,-1.6940945061652806,0.005486314760508309,1.0,-1.0,29,6,7,76,64,-0.824050476305874,0.3011240102656192,-0.35611633547691773,Rv3094c,NonEssential,NonEssential,1.488
898,Rv2176,PknL,Rv0328,Rv1268c,5.2413027835750716e-06,0.38656005088322964,0.3825418852776612,-0.08683906587461197,0.8274893188530217,-0.3128968170295129,0.005492424242424243,1.0,-1.0,1,1,1,68,64,-0.0880767720876688,0.7393412976188597,-0.3179908675378268,Rv1268c,NonEssential,NonEssential,0.853
899,Rv2176,PknL,Rv0023,Rv0066c,5.262042207952513e-06,0.2143806135177292,0.20226753927681307,0.14512891608437892,-0.24696064067669224,-0.3103026611202481,0.005498533724340176,-1.0,-1.0,1,3,3,481,64,0.14203485274735916,-0.19066060576956478,-0.24940970658785527,icd2,NonEssential,NonEssential,0.403
900,Rv2088,PknJ,Rv0020c,Rv2007c,5.282442558448774e-06,0.8834209897857264,0.8695560104155822,-0.5427536301341493,0.4668598508629865,-1.4516460990366642,0.0055046432062561095,1.0,-1.0,10,10,10,24,6,-0.4177124150567589,0.0894572292455373,-0.4528035461833803,fdxA,NonEssential,NonEssential,0.494
901,Rv0931c,PknD,Rv0081,Rv2713,5.295680310102697e-06,0.6811435143566058,0.6674370138425232,0.03932800203823641,-0.17867631701829065,0.06964035208151835,0.0055107526881720435,1.0,1.0,4,5,5,280,23,0.06886317460813494,-0.09172062676127685,0.04236689546841949,sthA,NonEssential,NonEssential,0.96
902,Rv0014c,PknB,Rv0081,Rv2740,5.310855460934496e-06,0.23018800880326173,0.21137038235178585,-0.014900382587552226,-0.33742140408389015,0.1645229887246107,0.005516862170087977,-1.0,1.0,1,5,5,280,9,-0.02475612262834625,-0.14540704591128076,0.09366531502469669,ephG,NonEssential,NonEssential,0.933
903,Rv3080c,PknK,Rv3058c,Rv2003c,5.322673969591983e-06,0.8456398009208285,0.8360367470610643,-0.16895461436699874,0.3445880906781674,-0.3488999703710571,0.005522971652003911,1.0,-1.0,9,2,7,158,72,-0.12194767143192123,0.35709086852249483,-0.2947247028428472,Rv2003c,NonEssential,NonEssential,0.94
904,Rv3080c,PknK,Rv0081,Rv0990c,5.380589792732654e-06,0.7729161797547812,0.7576721270068383,0.05328722135480995,0.4449403360001414,0.16561023765583274,0.005529081133919844,1.0,1.0,6,5,7,280,72,0.08204850655441218,0.4853275201664174,0.10482405604589343,Rv0990c,NonEssential,NonEssential,0.557
905,Rv2176,PknL,Rv0081,Rv3288c,5.384045927025059e-06,0.8207514434387301,0.8087185542251263,0.10236405983396094,0.5930223554848989,-0.1585128212083426,0.005535190615835777,-1.0,-1.0,6,5,6,280,64,0.10819434154591351,0.3446713135719192,-0.12448788856723837,usfY,NonEssential,NonEssential,-0.146
906,Rv3080c,PknK,Rv0560c,Rv3143,5.400466531131297e-06,0.339188910668642,0.3260311677394777,0.15680083420269103,0.03419230258231206,-0.16155521636116363,0.005541300097751711,-1.0,-1.0,2,2,3,16,72,0.08085743680756578,0.011252507737174186,-0.11523811216238951,Rv3143,NonEssential,NonEssential,0.079
907,Rv2088,PknJ,Rv2258c,Rv0516c,5.476464438061578e-06,0.6376330348005852,0.5974670579351078,0.6772163485602836,-0.35417603673658676,-0.6312385792731773,0.005547409579667644,-1.0,-1.0,14,5,7,8,6,0.640983842541256,-0.3692473152415989,-0.36016863202936217,Rv0516c,NonEssential,NonEssential,0.475
908,Rv1266c,PknH,Rv0757,Rv0697,5.5168989311781676e-06,0.6225782999060512,0.5925259865496243,-0.3594152555022374,0.039155143518299976,1.786796759391,0.005553519061583578,-1.0,1.0,8,6,6,76,11,-0.32280350841101557,-0.11513706173010664,0.5224191357548593,Rv0697,Essential,NonEssential,-0.473
909,Rv2176,PknL,Rv0023,Rv1257c,5.545949844262682e-06,0.5138167932454276,0.48711565603236184,0.08579099399576576,0.27081254580357145,-0.3025247322677598,0.0055596285434995115,-1.0,-1.0,4,3,7,481,64,0.07881781629549058,0.1825886600295812,-0.20833234733256378,Rv1257c,NonEssential,NonEssential,1.273
910,Rv2176,PknL,Rv0023,Rv0968,5.596487732968382e-06,0.548072093750369,0.5318230004919553,0.2905078555010561,0.476132527460719,0.5770548023598372,0.005565738025415445,1.0,1.0,3,3,5,481,64,0.2056049203978214,0.28655401701856226,0.5703232727305854,Rv0968,NonEssential,NonEssential,0.257
911,Rv2176,PknL,Rv0081,Rv0711,5.612367689123867e-06,0.527793199893454,0.5007171219056933,-0.01610253284292027,0.7498139046651331,-0.19254390719026207,0.005571847507331379,1.0,-1.0,5,5,6,280,64,0.0061633809732133645,0.3856008998702282,-0.08518536785150813,atsA,NonEssential,NonEssential,1.202
912,Rv2176,PknL,Rv0818,Rv3659c,5.626528920662137e-06,0.7109242463406986,0.6943488017501424,0.7265869069368788,0.7157176090771417,0.6072082721856524,0.005577956989247312,1.0,1.0,8,2,6,313,64,0.6006907724796293,0.3491179889672213,0.32590926388953173,Rv3659c,NonEssential,NonEssential,0.618
913,Rv3080c,PknK,Rv0081,Rv1972,5.652504623931391e-06,0.6449821749064089,0.6280381423451238,-0.06697637287275827,0.6505478283516858,0.12812179214203726,0.005584066471163246,-1.0,1.0,4,5,6,280,72,-0.08354147429314326,0.6161810088484879,0.1257182276056112,Rv1972,NonEssential,NonEssential,0.999
914,Rv3080c,PknK,Rv0081,Rv2550c,5.660095851518634e-06,0.2365442732166726,0.2178820221175246,-0.02919414573166288,-0.06948916084748762,0.1483289296623003,0.005590175953079179,-1.0,1.0,1,5,5,280,72,-0.007028646888633477,-0.04054427821068158,0.1466339077885074,vapB20,NonEssential,NonEssential,1.12
915,Rv3080c,PknK,Rv3223c,Rv1976c,5.689711343835983e-06,0.3076354109366255,0.2907109432039652,-0.04180399902326613,0.15768202793771852,-0.2596251042203374,0.005596285434995112,1.0,-1.0,1,5,5,110,72,-0.06224263119668062,0.18889368168049933,-0.16992707830061685,Rv1976c,NonEssential,NonEssential,0.76
916,Rv0931c,PknD,Rv0081,Rv0726c,5.767614974061106e-06,0.516278948983477,0.49775809793104264,-0.04838219716529833,-0.3648158694571139,0.08318239784925965,0.005602394916911046,-1.0,1.0,3,5,6,280,23,-0.04719169152980735,-0.19711996099585397,0.046627606434383205,Rv0726c,NonEssential,NonEssential,1.532
917,Rv1746,PknF,Rv3417c,Rv3739c,5.83735994833594e-06,0.6645244074203294,0.646100118583002,-0.18034020085684205,0.574954292265334,0.3374661223070819,0.0056085043988269795,-1.0,1.0,5,8,8,18,42,-0.22028735712466696,0.44513420865237724,0.23911492469552156,PPE67,Essential,NonEssential,-0.282
918,Rv2176,PknL,Rv0081,Rv3289c,5.866919462012352e-06,0.7737886888818621,0.7505181473075082,0.010962991167748888,1.1357892500562963,-0.32065610165453173,0.0056146138807429136,-1.0,-1.0,12,5,7,280,64,0.0330943181838941,0.3021145241055915,-0.14405898845399476,Rv3289c,NonEssential,NonEssential,0.496
919,Rv0014c,PknB,Rv3417c,Rv2292c,5.874347704354835e-06,0.5223651340383948,0.4984289904138952,0.027676111002511414,0.6754763421024392,-0.3886213472737373,0.005620723362658847,-1.0,-1.0,3,8,8,18,9,0.04691935156111821,0.3815212882553937,-0.3218774728591135,Rv2292c,NonEssential,NonEssential,1.053
920,Rv2176,PknL,Rv0023,Rv2428,5.874723682493722e-06,0.7603614848445385,0.7369682012222196,-0.17352733925134012,-0.31109945938439104,-0.7303313928526013,0.00562683284457478,1.0,-1.0,11,3,7,481,64,-0.22705517804519318,-0.01625231325919698,-0.416745091065784,ahpC,NonEssential,NonEssential,1.28
921,Rv2176,PknL,Rv0328,Rv3561,6.0887989082766536e-06,0.49734343445206275,0.4861980560585386,0.28876189616432235,-0.3420348415993038,0.34044386522227144,0.005632942326490714,1.0,1.0,4,1,3,68,64,0.2772334045452563,-0.3288252593994067,0.3197553717173697,fadD3,NonEssential,NonEssential,1.175
922,Rv1743,PknE,Rv3223c,Rv0119,6.115384273990796e-06,0.6852755276661463,0.667990888453303,-0.35369930297834407,0.0017546601201185565,-0.6104553281471496,0.005639051808406647,1.0,-1.0,4,5,6,110,33,-0.2991982808368183,0.12860574463986393,-0.5169783643736434,fadD7,NonEssential,NonEssential,0.624
923,Rv2176,PknL,Rv0081,Rv0157A,6.315062601040277e-06,0.6510141088423445,0.6368340952061418,0.005661711803486605,0.08302317069445336,0.1622042302237089,0.005645161290322581,1.0,1.0,4,5,5,280,64,0.02497648062475636,0.15820426141224792,0.1577175061536234,Rv0157A,NonEssential,NonEssential,0.172
924,Rv2176,PknL,Rv1423,Rv1724c,6.345930473832878e-06,0.6987696088492175,0.6763002090430985,0.05819305999313314,0.4821377968192744,0.39927635698260927,0.005651270772238514,1.0,1.0,6,6,8,22,64,0.05282246527534379,0.4812314038206778,0.2310183608434568,Rv1724c,NonEssential,NonEssential,0.972
925,Rv3080c,PknK,Rv0081,Rv3505,6.449835503419578e-06,0.7032078240230879,0.6932260243826087,0.1433809656709623,0.34672318186736817,0.08441776766232006,0.0056573802541544475,1.0,1.0,2,5,5,280,72,0.10052212937799883,0.27503261557759234,0.09981390461335221,fadE27,NonEssential,NonEssential,0.852
926,Rv1746,PknF,Rv3849,Rv1583c,6.570136629323153e-06,0.32033404590541603,0.3021692542592357,-0.09112996476504702,-1.190158855843077,0.5836738271492022,0.005663489736070382,-1.0,1.0,2,4,4,19,42,0.013076383225934879,-0.9760743813381537,0.3410594591421319,Rv1583c,NonEssential,NonEssential,0.864
927,Rv1266c,PknH,Rv0757,Rv2124c,6.581839868907382e-06,0.44486181012671544,0.4157107179644197,0.19726931573332374,-0.02018191933737811,0.5731944747806231,0.005669599217986315,1.0,1.0,4,6,6,76,11,0.08021137189552063,-0.05139186306448648,0.1512786639860251,metH,NonEssential,NonEssential,1.218
928,Rv2176,PknL,Rv0818,Rv2077A,6.612356068344202e-06,0.7396520916344098,0.7253538083374438,-0.43451740191962046,0.051733705526222015,-0.5500796909681486,0.005675708699902249,1.0,-1.0,7,2,6,313,64,-0.46069857743894194,0.2578187428176064,-0.3431535056843752,Rv2077A,NonEssential,NonEssential,0.747
929,Rv0931c,PknD,Rv3223c,Rv0307c,6.72210081103278e-06,0.5615773819483822,0.5478460247834547,-0.03844361860519139,-0.17350620003352266,0.3105373163012113,0.005681818181818182,-1.0,1.0,2,5,5,110,23,-0.07337695079522076,-0.1709385709962507,0.2950001954850899,Rv0307c,NonEssential,NonEssential,-0.138
930,Rv0931c,PknD,Rv0020c,Rv1737c,6.774403728170296e-06,0.9255119572149539,0.9158358144021906,-0.6848739904667039,-0.6588051416133481,-1.4386210652358973,0.005687927663734115,1.0,-1.0,15,10,10,24,23,-0.5140728700941476,-0.24199788976499034,-0.21814380437815048,narK2,NonEssential,NonEssential,1.507
931,Rv3080c,PknK,Rv0324,Rv2632c,6.809989121757434e-06,0.6802718774357452,0.6739056095085809,-0.3072246403735142,0.3852229262249441,0.14372160719096225,0.005694037145650049,-1.0,1.0,2,1,3,118,72,-0.3149302111571333,0.3753355936454382,0.11780465231171791,Rv2632c,Uncertain,NonEssential,0.555
932,Rv1743,PknE,Rv2009,Rv0894,6.855181669754605e-06,0.6837002502903582,0.6766869520706322,0.2367267018434173,0.3301775079238922,-0.24440322274140033,0.005700146627565982,-1.0,-1.0,2,4,4,3,33,0.2331480655740711,0.2522183569337381,-0.17512070500569202,Rv0894,NonEssential,NonEssential,0.417
933,Rv1746,PknF,Rv0081,Rv3188,7.058702538972747e-06,0.31405116525801413,0.2909811371837321,-0.08826655383855249,0.08939006499808495,-0.2523002585115834,0.005706256109481916,1.0,-1.0,2,5,5,280,42,-0.08280312716652437,0.013078011145483506,-0.1911330755494211,Rv3188,NonEssential,NonEssential,0.657
934,Rv2176,PknL,Rv3223c,Rv0140,7.1530298094862e-06,0.6871547292221042,0.6766330272901122,1.076579037104645,0.07012922451501565,0.45026852009014257,0.00571236559139785,1.0,1.0,2,5,5,110,64,0.9073252722221248,0.10876256702486839,0.28972872252535875,Rv0140,NonEssential,NonEssential,0.158
935,Rv3080c,PknK,Rv2242,Rv0035,7.269960115460669e-06,0.6733250417002752,0.6623382157484907,0.7442175832674371,-0.2711970332000205,0.2763999986082714,0.005718475073313783,1.0,1.0,6,2,3,42,72,0.6062019458664092,-0.2399231311031227,0.2291518582329674,fadD34,NonEssential,NonEssential,0.534
936,Rv1743,PknE,Rv3223c,Rv0307c,7.321173855153262e-06,0.5615773819483822,0.5478460247834547,-0.03844361860519139,-0.3535680296260042,0.480158633976657,0.005724584555229717,-1.0,1.0,2,5,5,110,33,-0.07337695079522076,-0.2530612913092192,0.31710854371162794,Rv0307c,NonEssential,NonEssential,-0.138
937,Rv3080c,PknK,Rv0081,Rv2824c,7.326351796660143e-06,0.463002094361462,0.4399184739833347,-0.012010849034616739,0.3571213341966972,0.1142400846050594,0.00573069403714565,-1.0,1.0,4,5,5,280,72,-0.004863498865846197,0.36971638697718473,0.07706298670679611,Rv2824c,NonEssential,NonEssential,0.87
938,Rv3080c,PknK,Rv0818,Rv0034,7.343032710352941e-06,0.6332237404873622,0.6208882160642915,-0.7063125019326113,-0.09741882532170752,-0.3417041677995403,0.005736803519061584,1.0,-1.0,6,2,3,313,72,-0.607084221564347,-0.038661647936996286,-0.3208004995894156,Rv0034,NonEssential,NonEssential,-0.039
939,Rv1746,PknF,Rv0767c,Rv0327c,7.567916871245505e-06,0.4285112851996208,0.4145415610600559,0.5877726263777959,-0.4011423391816595,-0.2742118551059616,0.005742913000977517,-1.0,-1.0,1,5,5,33,42,0.5157991690127034,-0.27184867260602125,-0.13541595066500653,cyp135A1,NonEssential,NonEssential,1.119
940,Rv3080c,PknK,Rv0818,Rv1373,7.68096223259763e-06,0.41706798041805926,0.4028185310505007,0.07346467612806644,0.2937325658616014,-0.29396453694408986,0.00574902248289345,-1.0,-1.0,3,2,3,313,72,0.1016345069585421,0.29970892112676734,-0.22776474528012994,Rv1373,NonEssential,NonEssential,0.36
941,Rv1746,PknF,Rv0081,Rv3729,7.700924450596873e-06,0.6478816367670365,0.6352212012350648,-0.0028036227561600425,0.146434981642438,0.09857748520595354,0.005755131964809384,-1.0,1.0,3,5,5,280,42,0.0005136462909127416,0.1840151955066172,0.08294698671412586,Rv3729,NonEssential,NonEssential,1.115
942,Rv3080c,PknK,Rv3223c,Rv3089,7.724576511239329e-06,0.6964546707868281,0.6730504748428219,0.12417282525340319,0.42961997513874295,-0.3710432089824409,0.005761241446725318,-1.0,-1.0,9,5,6,110,72,-0.00023793310360646245,0.46799405344048434,-0.3375285255130827,fadD13,NonEssential,NonEssential,1.293
943,Rv1746,PknF,Rv2242,Rv1088,7.856561343465747e-06,0.6965510362163475,0.6754292985979957,0.01228128619550986,0.2692126874006421,-0.3854154145046085,0.005767350928641252,-1.0,-1.0,8,2,7,42,42,0.06419996161393765,0.21076385426910438,-0.27753001288669976,PE9,NonEssential,NonEssential,0.112
944,Rv1746,PknF,Rv0023,Rv1141c,7.969943126204976e-06,0.49352671163420303,0.48571765212195506,-0.18861680975549266,0.10265677797093875,-0.19082617443394806,0.005773460410557185,1.0,-1.0,1,3,3,481,42,-0.18824104016012447,0.12036440110318475,-0.19883771911316528,echA11,NonEssential,NonEssential,1.222
945,Rv3080c,PknK,Rv3574,Rv2659c,8.201491603185157e-06,0.7352089469102634,0.7154576329268798,0.5169109915902351,0.7457458509076896,0.3310767140562118,0.005779569892473118,1.0,1.0,8,1,6,15,72,0.4557955784195823,0.7264236949521261,0.20624285242992363,Rv2659c,NonEssential,NonEssential,1.327
946,Rv2176,PknL,Rv0023,Rv3603c,8.249537386816365e-06,0.2596607833123311,0.2482458614691292,0.07834323487679025,0.49696563730433957,0.3913441048585869,0.005785679374389052,1.0,1.0,1,3,3,481,64,0.06752989204638325,0.38742412107067636,0.23676373016953167,Rv3603c,Essential,Essential,-4.267
947,Rv3080c,PknK,Rv0757,Rv3641c,8.256260728829806e-06,0.5990766218907002,0.5837259520081369,-0.16868554008675618,0.0006084729690465319,-0.5362663743919664,0.005791788856304985,1.0,-1.0,3,6,6,76,72,-0.21570235313551855,0.04987580583035504,-0.2582894512367198,fic,NonEssential,NonEssential,1.019
948,Rv3080c,PknK,Rv0324,Rv0112,8.343119996042053e-06,0.577745633694006,0.5645206647269279,-0.0011468144338012268,-0.44615297479846555,0.14434138502081256,0.005797898338220919,-1.0,1.0,3,1,5,118,72,-0.03762837976287984,-0.4105556787327549,0.12159416498910434,gca,NonEssential,NonEssential,0.902
949,Rv1746,PknF,Rv0880,Rv0697,8.348789781087255e-06,0.6225782999060512,0.5925259865496243,-0.4290088282288187,-0.5284067075484717,-0.5214174064914288,0.0058040078201368524,1.0,-1.0,8,2,6,25,42,-0.5188560172347859,-0.01838699904552549,-0.21066447817296252,Rv0697,Essential,NonEssential,-0.473
950,Rv0931c,PknD,Rv0081,Rv0244c,8.405078760166332e-06,0.16551264560261625,0.13160571020949452,0.03207286389815325,-0.9461762293780391,0.20434528474203958,0.005810117302052786,1.0,1.0,3,5,5,280,23,0.1096216838800327,-0.49336669481403167,0.0989188512131627,fadE5,NonEssential,NonEssential,0.492
951,Rv3080c,PknK,Rv2021c,Rv3084,8.489451071302488e-06,0.7193832497011098,0.66998897477605,-0.4285712514525143,0.16416353936028408,0.642681415743687,0.00581622678396872,-1.0,1.0,20,3,10,2,72,-0.29637168768043476,0.20375947808152012,0.05978661108984349,lipR,NonEssential,NonEssential,0.907
952,Rv0931c,PknD,Rv0081,Rv3762c,8.534415012172853e-06,0.6016571940665507,0.5835917606908841,-0.005582459447061999,-0.2523679727352946,0.07658090233654893,0.005822336265884653,-1.0,1.0,4,5,6,280,23,0.005880689872795598,-0.0931128880167243,0.03173123524688727,Rv3762c,NonEssential,NonEssential,0.782
953,Rv1743,PknE,Rv0474,Rv3354,8.617752123976624e-06,0.7795594177417415,0.7484576524231259,-0.08191575897195236,-1.3751558263165997,-0.8743260086715517,0.005828445747800587,1.0,-1.0,20,5,8,6,33,-0.09394951994016315,-0.7874601451232727,-0.25491440096176576,Rv3354,NonEssential,NonEssential,0.729
954,Rv2176,PknL,Rv0818,Rv1205,8.618086602939952e-06,0.35326113297092365,0.3403835891583977,-0.07335426242378672,-0.08972299513641399,0.5083425369327358,0.00583455522971652,-1.0,1.0,2,2,3,313,64,-0.05708834566819055,-0.004809969167294056,0.31110444670140935,Rv1205,NonEssential,NonEssential,0.484
955,Rv1266c,PknH,Rv3852,Rv1622c,8.629116428612866e-06,0.7832303792076512,0.7532572958388326,0.05342695672229391,0.7039040437186659,0.7640374048936102,0.005840664711632453,1.0,1.0,13,7,10,9,11,0.15658770683644258,0.6453117945946405,0.4127587126936159,cydB,NonEssential,Essential,-2.688
956,Rv1743,PknE,Rv2703,Rv1682,8.657323079884174e-06,0.7851811909555941,0.755477849458096,-0.4224783618327523,0.6559979171448725,-1.1282861366462842,0.005846774193548387,1.0,-1.0,11,6,9,14,33,-0.1053450862980403,0.3503866205710938,-0.6610555388089963,Rv1682,NonEssential,NonEssential,0.877
957,Rv2176,PknL,Rv0023,Rv3766,8.685349098947176e-06,0.36649539554242994,0.34956431479968864,-0.18462577830989443,-0.7632690614167272,-0.3892424731389898,0.0058528836754643205,1.0,-1.0,4,3,3,481,64,-0.15853301544539414,-0.5238244096633685,-0.35959075439857574,Rv3766,NonEssential,NonEssential,0.859
958,Rv1746,PknF,Rv2595,Rv0124,8.730644283030534e-06,0.44395955294023803,0.42909878375378563,-0.4943347994027151,0.5529448037909139,0.3609637820074097,0.0058589931573802545,-1.0,1.0,4,4,4,18,42,-0.40687278232870044,0.3647238691465315,0.24284973691344436,PE-PGRS2,NonEssential,NonEssential,-1.663
959,Rv0931c,PknD,Rv3417c,Rv0985c,8.730969362392413e-06,0.550370726139302,0.528911147159587,0.06625601976300943,-0.2699096545716308,0.16783657285625936,0.0058651026392961885,1.0,1.0,2,8,8,18,23,0.04636193078116145,-0.2547653670313545,0.1380261130380581,mscL,NonEssential,NonEssential,1.46
960,Rv1746,PknF,Rv0023,Rv1052,8.771097278440479e-06,0.4276454701735477,0.41495468237251765,-0.0955593112366701,-0.30345559706593117,-0.1910743286889576,0.005871212121212122,1.0,-1.0,2,3,3,481,42,-0.061753415909013995,-0.26742675884273004,-0.18349856396275124,Rv1052,NonEssential,NonEssential,0.524
961,Rv3080c,PknK,Rv0757,Rv3784,8.784898620780361e-06,0.5100770881728471,0.4947327464153971,0.21852886826761758,0.030882262692373364,-0.3752486933112369,0.005877321603128056,-1.0,-1.0,2,6,6,76,72,0.126066331329988,0.0707333205397199,-0.2245948405151759,Rv3784,NonEssential,NonEssential,1.135
962,Rv2176,PknL,Rv0023,Rv0549c,8.830141901474034e-06,0.3911780922716769,0.38179097034635034,0.13067615065843466,-0.10004043039840069,-0.4355102594535187,0.005883431085043989,-1.0,-1.0,1,3,3,481,64,0.12715776310685656,-0.050186980673850946,-0.3551068377706663,Rv0549c,NonEssential,NonEssential,0.276
963,Rv2176,PknL,Rv0023,Rv3526,8.86384866386919e-06,0.4640306754968463,0.452146654997885,-0.057133564654978014,-0.09837461998819787,0.39727867558307695,0.005889540566959922,-1.0,1.0,2,3,3,481,64,-0.06036551732256162,-0.0605665944353213,0.3161600421091453,kshA,NonEssential,NonEssential,1.416
964,Rv0014c,PknB,Rv0081,Rv2884,8.87576617741078e-06,0.4077102350122709,0.38779017565169704,0.05930199145199528,0.1702823494928209,-0.17317730657812533,0.005895650048875856,-1.0,-1.0,3,5,5,280,9,0.04988740260279502,0.16222935967212804,-0.15535709090115732,Rv2884,NonEssential,NonEssential,0.847
965,Rv2176,PknL,Rv0818,Rv0092,8.913484088302763e-06,0.525468105729268,0.5202649051341942,-0.14986755869208462,0.16931384866957566,-0.3264971089471868,0.005901759530791789,1.0,-1.0,1,2,2,313,64,-0.12855753155493843,0.174772964268166,-0.22651366198493605,ctpA,NonEssential,NonEssential,0.433
966,Rv0931c,PknD,Rv2258c,Rv0280,8.934516834940736e-06,0.856027951213123,0.8156357930812492,-0.7059715964236778,0.3686209548644876,1.058525598194107,0.005907869012707723,-1.0,1.0,40,5,9,8,23,0.07524421543247556,0.44341629300275526,0.3745240029653398,PPE3,NonEssential,NonEssential,0.986
967,Rv2176,PknL,Rv3223c,Rv0816c,8.957827240528363e-06,0.5543090936616143,0.5434144270622315,0.5017477353627576,0.3635573767321024,0.37558117333003976,0.0059139784946236566,1.0,1.0,1,5,5,110,64,0.4052213154878057,0.3274752752667991,0.25698390520944037,thiX,NonEssential,NonEssential,1.269
968,Rv1746,PknF,Rv0023,Rv3515c,9.040874286637095e-06,0.6347936298874302,0.6283440692673405,-0.34398826400860133,-0.33811455611212526,-0.24660515863748322,0.00592008797653959,1.0,-1.0,2,3,3,481,42,-0.32448001703772605,-0.32079422515444916,-0.2189416911256098,fadD19,NonEssential,NonEssential,1.04
969,Rv0931c,PknD,Rv0047c,Rv2379c,9.244928765047534e-06,0.3526390588066277,0.32633545397258545,0.03124034765569634,-0.18164985296691807,-0.24646739092323866,0.005926197458455524,-1.0,-1.0,6,4,5,41,23,-0.016849829251233964,-0.14860857172337627,-0.21319509549810922,mbtF,NonEssential,NonEssential,1.01
970,Rv1746,PknF,Rv0023,Rv2831,9.458522052832397e-06,0.2877288464420893,0.27354645621637863,0.23953827244016607,0.2904943209640579,0.19897448262841624,0.005932306940371457,1.0,1.0,2,3,3,481,42,0.20692215906634376,0.29722066654245133,0.15869849383461582,echA16,NonEssential,NonEssential,1.017
971,Rv3080c,PknK,Rv0023,Rv0077c,9.503919319471276e-06,0.6007681727051627,0.5788423972930892,-0.5693868429766831,0.6003732018147303,-0.4131136997859319,0.005938416422287391,1.0,-1.0,9,3,5,481,72,-0.46593242840224897,0.5830055819971219,-0.34427369865195484,Rv0077c,NonEssential,NonEssential,1.131
972,Rv2176,PknL,Rv0023,Rv3046c,9.598550729844312e-06,0.5589338148080745,0.5461350192556302,-0.16542501715056532,0.21476994680052125,0.4720046725465845,0.005944525904203324,-1.0,1.0,3,3,3,481,64,-0.14028667226144484,0.22048871068918216,0.3001401877563371,Rv3046c,NonEssential,NonEssential,-0.228
973,Rv2176,PknL,Rv0081,Rv2416c,9.678926575372323e-06,0.8020205999537275,0.7847440957044066,-0.10065680089160799,0.354578169793065,-0.18517420738828844,0.005950635386119257,1.0,-1.0,11,5,7,280,64,-0.07163697089329943,0.25906263545017566,-0.10491586586858967,eis,NonEssential,NonEssential,-0.233
